### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
59: $3D - Rip Van Fish (0x0BB0, 0x00C0)
60: $3D - Rip Van Fish (0x0BC0, 0x0170)
61: $3D - Rip Van Fish (0x0C20, 0x00B0)
62: $C2 - Blurp (0x0C40, 0x0130)
63: $3D - Rip Van Fish (0x0C60, 0x0170)
64: $7B - Goal tape (0x0CE0, 0x0170)

### Level $121 ###
00: $3E - P-switch (0x0060, 0x0170)
01: $13 - Spiny (0x0070, 0x00E0)
02: $3E - P-switch (0x00B0, 0x0170)
03: $13 - Spiny (0x00C0, 0x00E0)
04: $13 - Spiny (0x0110, 0x00E0)
05: $13 - Spiny (0x0160, 0x00E0)
06: $13 - Spiny (0x01B0, 0x00E0)
07: $13 - Spiny (0x0200, 0x00E0)
08: $13 - Spiny (0x0250, 0x00E0)
09: $13 - Spiny (0x02A0, 0x00E0)

### Level $122 ###
00: $F4 - Fast background scroll (0x0080, 0x0000)
01: $C1 - Flying gray turn blocks (0x00C0, 0x00E0)
02: $C1 - Flying gray turn blocks (0x0110, 0x00E0)
03: $0A - Red Koopa Troopa flying vertically (0x0180, 0x0130)
04: $0A - Red Koopa Troopa flying vertically (0x01B0, 0x00B0)
05: $08 - Green Koopa Troopa flying left (0x0260, 0x00D0)
06: $08 - Green Koopa Troopa flying left (0x0270, 0x00D0)
07: $08 - Green Koopa Troopa flying left (0x0280, 0x00D0)
08: $08 - Green Koopa Troopa flying left (0x02F0, 0x0110)
09: $0A - Red Koopa Troopa flying vertically (0x0370, 0x00F0)
10: $08 - Green Koopa Troopa flying left (0x03F0, 0x0150)
11: $0B - Red Koopa Troopa flying horizontally (0x0450, 0x00C0)
12: $08 - Green Koopa Troopa flying left (0x04E0, 0x0130)
13: $0A - Red Koopa Troopa flying vertically (0x0500, 0x0090)
14: $08 - Green Koopa Troopa flying left (0x0560, 0x00C0)
15: $08 - Green Koopa Troopa flying left (0x0570, 0x00C0)
16: $08 - Green Koopa Troopa flying left (0x0580, 0x00C0)
17: $08 - Green Koopa Troopa flying left (0x05E0, 0x00A0)
18: $08 - Green Koopa Troopa flying left (0x05F0, 0x00A0)
19: $08 - Green Koopa Troopa flying left (0x0650, 0x0100)
20: $0A - Red Koopa Troopa flying vertically (0x0690, 0x0150)
21: $08 - Green Koopa Troopa flying left (0x06D0, 0x0090)
22: $08 - Green Koopa Troopa flying left (0x0720, 0x00C0)
23: $7B - Goal tape (0x08E0, 0x0110)
24: $78 - 1-Up mushroom (0x0930, 0x0110)
25: $78 - 1-Up mushroom (0x0940, 0x0110)
26: $78 - 1-Up mushroom (0x0950, 0x0110)

### Level $123 ###
00: $9D - Sprite in a bubble (0x0110, 0x0160)
01: $9D - Sprite in a bubble (0x01C0, 0x0150)
02: $9D - Sprite in a bubble (0x0290, 0x0170)
03: $9D - Sprite in a bubble (0x02C0, 0x0150)
04: $2F - Portable springboard (0x0300, 0x0180)
05: $9D - Sprite in a bubble (0x0390, 0x0130)
06: $9D - Sprite in a bubble (0x03D0, 0x0170)
07: $9D - Sprite in a bubble (0x0490, 0x0150)
08: $9D - Sprite in a bubble (0x04C0, 0x0170)
09: $9D - Sprite in a bubble (0x0510, 0x0150)
10: $9D - Sprite in a bubble (0x0530, 0x0100)
11: $2F - Portable springboard (0x05F0, 0x00F0)
12: $DB - Red Koopa shell (0x05F0, 0x0130)
13: $9D - Sprite in a bubble (0x0700, 0x0140)
14: $9D - Sprite in a bubble (0x0710, 0x0120)
15: $9D - Sprite in a bubble (0x0740, 0x0150)
16: $9D - Sprite in a bubble (0x0800, 0x0110)
17: $9D - Sprite in a bubble (0x0840, 0x0140)
18: $9D - Sprite in a bubble (0x0880, 0x0150)
19: $9D - Sprite in a bubble (0x0880, 0x0120)
20: $9D - Sprite in a bubble (0x09C0, 0x0120)
21: $9D - Sprite in a bubble (0x0A00, 0x0150)
22: $9D - Sprite in a bubble (0x0A30, 0x0120)
23: $9D - Sprite in a bubble (0x0AD0, 0x0130)
24: $9D - Sprite in a bubble (0x0B00, 0x0110)
25: $D9 - Turn Off Generators (0x0BD0, 0x0000)
26: $9D - Sprite in a bubble (0x0C50, 0x0120)
27: $9D - Sprite in a bubble (0x0CC0, 0x0110)
28: $D4 - Bubbled sprite generator (0x0CE0, 0x0000)
29: $9D - Sprite in a bubble (0x0D10, 0x0100)
30: $D4 - Bubbled sprite generator (0x0D90, 0x0000)
31: $D4 - Bubbled sprite generator (0x1100, 0x0000)
32: $9D - Sprite in a bubble (0x1140, 0x0120)
33: $92 - Splittin' Chuck (0x1160, 0x0180)
34: $9D - Sprite in a bubble (0x1180, 0x0130)
35: $D4 - Bubbled sprite generator (0x11B0, 0x0000)
36: $9D - Sprite in a bubble (0x11C0, 0x0110)
37: $9D - Sprite in a bubble (0x1250, 0x0160)
38: $9D - Sprite in a bubble (0x1280, 0x0110)
39: $9D - Sprite in a bubble (0x12C0, 0x0130)
40: $D9 - Turn Off Generators (0x12C0, 0x0000)
41: $7B - Goal tape (0x12E0, 0x0170)

### Level $124 ###

### Level $125 ###
00: $9A - Sumo Brother (0x0040, 0x0110)
01: $50 - Jumping Piranha Plant that spits fireballs (0x0100, 0x0160)
02: $09 - Green Koopa Troopa bouncing (0x01D0, 0x0170)
03: $9A - Sumo Brother (0x0220, 0x00F0)
04: $06 - Blue Koopa Troopa (0x02C0, 0x0170)
05: $06 - Blue Koopa Troopa (0x0310, 0x0170)
06: $05 - Red Koopa Troopa (0x0430, 0x0170)
07: $0C - Yellow Koopa Troopa with wings (0x0470, 0x0170)
08: $9A - Sumo Brother (0x04C0, 0x0120)
09: $06 - Blue Koopa Troopa (0x0590, 0x0170)
10: $06 - Blue Koopa Troopa (0x05E0, 0x0170)
11: $9A - Sumo Brother (0x06C0, 0x00E0)
12: $9A - Sumo Brother (0x0740, 0x0130)
13: $98 - Pitchin' Chuck (0x0920, 0x0170)
14: $94 - Whistlin' Chuck (0x09B0, 0x0170)
15: $9A - Sumo Brother (0x0BB0, 0x0120)
16: $D9 - Turn Off Generators (0x0C70, 0x0000)
17: $06 - Blue Koopa Troopa (0x0DF0, 0x0170)
18: $94 - Whistlin' Chuck (0x0F10, 0x0170)
19: $05 - Red Koopa Troopa (0x0FE0, 0x0160)
20: $05 - Red Koopa Troopa (0x1080, 0x0170)
21: $9A - Sumo Brother (0x1130, 0x0110)
22: $10 - Bouncing Goomba with wings (0x11B0, 0x0160)
23: $10 - Bouncing Goomba with wings (0x11D0, 0x0160)
24: $98 - Pitchin' Chuck (0x1330, 0x0130)
25: $D9 - Turn Off Generators (0x13C0, 0x0000)
26: $09 - Green Koopa Troopa bouncing (0x13E0, 0x0170)
27: $09 - Green Koopa Troopa bouncing (0x14A0, 0x0160)
28: $84 - Flying question block that flies back and forth (0x1570, 0x00F0)
29: $98 - Pitchin' Chuck (0x1680, 0x0170)
30: $98 - Pitchin' Chuck (0x1690, 0x0140)
31: $98 - Pitchin' Chuck (0x16A0, 0x0110)
32: $7B - Goal tape (0x1EE0, 0x0170)

### Level $126 ###
00: $86 - Wiggler (0x0120, 0x0180)
01: $1D - Hopping flame (0x0220, 0x0180)
02: $1D - Hopping flame (0x0280, 0x0180)
03: $86 - Wiggler (0x02D0, 0x0180)
04: $1D - Hopping flame (0x0300, 0x0180)
05: $2F - Portable springboard (0x03A0, 0x0180)
06: $C9 - Bullet Bill shooter (0x03B0, 0x0160)
07: $C9 - Bullet Bill shooter (0x0440, 0x0140)
08: $1D - Hopping flame (0x04C0, 0x0180)
09: $C9 - Bullet Bill shooter (0x04D0, 0x0150)
10: $86 - Wiggler (0x0570, 0x0180)
11: $C9 - Bullet Bill shooter (0x0590, 0x0160)
12: $C9 - Bullet Bill shooter (0x05B0, 0x0130)
13: $C9 - Bullet Bill shooter (0x05E0, 0x0170)
14: $4F - Jumping Piranha Plant (0x0640, 0x0170)
15: $C9 - Bullet Bill shooter (0x0670, 0x0160)
16: $1D - Hopping flame (0x06E0, 0x0180)
17: $2F - Portable springboard (0x0700, 0x0180)
18: $C9 - Bullet Bill shooter (0x0710, 0x0130)
19: $C9 - Bullet Bill shooter (0x0710, 0x0180)
20: $C9 - Bullet Bill shooter (0x0730, 0x0150)
21: $86 - Wiggler (0x0780, 0x0180)
22: $C9 - Bullet Bill shooter (0x07B0, 0x0160)
23: $86 - Wiggler (0x0820, 0x0180)
24: $C9 - Bullet Bill shooter (0x0830, 0x0140)
25: $C9 - Bullet Bill shooter (0x0830, 0x0170)
26: $86 - Wiggler (0x0960, 0x0180)
27: $86 - Wiggler (0x09C0, 0x0180)
28: $9B - Amazing Flying Hammer Brother (0x0A20, 0x0110)
29: $9C - Flying gray blocks for Hammer Brother (0x0A20, 0x0110)
30: $4C - Exploding block (0x0B40, 0x0120)
31: $4C - Exploding block (0x0B80, 0x0140)
32: $4C - Exploding block (0x0B90, 0x0110)
33: $1D - Hopping flame (0x0BA0, 0x0180)
34: $4C - Exploding block (0x0BD0, 0x0130)
35: $1D - Hopping flame (0x0C10, 0x0180)
36: $50 - Jumping Piranha Plant that spits fireballs (0x0C30, 0x0160)
37: $86 - Wiggler (0x0CB0, 0x0180)
38: $50 - Jumping Piranha Plant that spits fireballs (0x0CC0, 0x0160)
39: $50 - Jumping Piranha Plant that spits fireballs (0x0D30, 0x0150)
40: $9C - Flying gray blocks for Hammer Brother (0x0E60, 0x0110)
41: $9B - Amazing Flying Hammer Brother (0x0E60, 0x0110)
42: $C9 - Bullet Bill shooter (0x0F10, 0x0160)
43: $1D - Hopping flame (0x0FC0, 0x0180)
44: $50 - Jumping Piranha Plant that spits fireballs (0x0FE0, 0x0160)
45: $86 - Wiggler (0x1050, 0x0180)
46: $1D - Hopping flame (0x1060, 0x0180)
47: $50 - Jumping Piranha Plant that spits fireballs (0x1070, 0x0150)
48: $C9 - Bullet Bill shooter (0x1180, 0x0160)
49: $9C - Flying gray blocks for Hammer Brother (0x11C0, 0x0110)
50: $9B - Amazing Flying Hammer Brother (0x11C0, 0x0110)
51: $86 - Wiggler (0x1210, 0x0180)
52: $C9 - Bullet Bill shooter (0x1240, 0x0180)
53: $7B - Goal tape (0x12E0, 0x0170)

### Level $127 ###
00: $16 - Cheep Cheep swimming vertically (0x0130, 0x0170)
01: $9C - Flying gray blocks for Hammer Brother (0x0180, 0x0100)
02: $9B - Amazing Flying Hammer Brother (0x0180, 0x0100)
03: $16 - Cheep Cheep swimming vertically (0x0190, 0x0170)
04: $15 - Cheep Cheep swimming horizontally (0x0280, 0x0120)
05: $4F - Jumping Piranha Plant (0x02C0, 0x0140)
06: $15 - Cheep Cheep swimming horizontally (0x0340, 0x0130)
07: $15 - Cheep Cheep swimming horizontally (0x03B0, 0x0120)
08: $9C - Flying gray blocks for Hammer Brother (0x0470, 0x0100)
09: $9B - Amazing Flying Hammer Brother (0x0470, 0x0100)
10: $15 - Cheep Cheep swimming horizontally (0x04B0, 0x0150)
11: $15 - Cheep Cheep swimming horizontally (0x04E0, 0x0110)
12: $16 - Cheep Cheep swimming vertically (0x0440, 0x0160)
13: $16 - Cheep Cheep swimming vertically (0x0510, 0x0170)
14: $15 - Cheep Cheep swimming horizontally (0x05F0, 0x0150)
15: $16 - Cheep Cheep swimming vertically (0x0650, 0x0160)
16: $05 - Red Koopa Troopa (0x0710, 0x0130)
17: $05 - Red Koopa Troopa (0x0750, 0x0170)
18: $15 - Cheep Cheep swimming horizontally (0x0790, 0x0130)
19: $4F - Jumping Piranha Plant (0x0820, 0x0160)
20: $16 - Cheep Cheep swimming vertically (0x09B0, 0x0150)
21: $16 - Cheep Cheep swimming vertically (0x0910, 0x0160)
22: $15 - Cheep Cheep swimming horizontally (0x0A00, 0x0160)
23: $16 - Cheep Cheep swimming vertically (0x0AA0, 0x0160)
24: $16 - Cheep Cheep swimming vertically (0x0AE0, 0x0140)
25: $05 - Red Koopa Troopa (0x0BD0, 0x0150)
26: $05 - Red Koopa Troopa (0x0BF0, 0x0150)
27: $15 - Cheep Cheep swimming horizontally (0x0C90, 0x0140)
28: $15 - Cheep Cheep swimming horizontally (0x0CF0, 0x0120)
29: $15 - Cheep Cheep swimming horizontally (0x0DB0, 0x0120)
30: $15 - Cheep Cheep swimming horizontally (0x0DC0, 0x0160)
31: $15 - Cheep Cheep swimming horizontally (0x0E10, 0x0120)
32: $15 - Cheep Cheep swimming horizontally (0x0E20, 0x0160)
33: $15 - Cheep Cheep swimming horizontally (0x0E70, 0x0120)
34: $15 - Cheep Cheep swimming horizontally (0x0E80, 0x0160)
35: $9C - Flying gray blocks for Hammer Brother (0x0EF0, 0x00F0)
36: $9B - Amazing Flying Hammer Brother (0x0EF0, 0x00F0)

### Level $128 ###
00: $05 - Red Koopa Troopa (0x00B0, 0x0160)
01: $BD - Sliding Koopa (0x0370, 0x0110)
02: $04 - Green Koopa Troopa (0x0430, 0x0170)
03: $05 - Red Koopa Troopa (0x0460, 0x0170)
04: $06 - Blue Koopa Troopa (0x0490, 0x0170)
05: $07 - Yellow Koopa Troopa (0x04C0, 0x0170)
06: $70 - Pokey (0x0650, 0x0130)
07: $4F - Jumping Piranha Plant (0x06B0, 0x0170)
08: $99 - Volcano Lotus (0x0780, 0x00E0)
09: $81 - Changing item (0x0830, 0x0110)
10: $4F - Jumping Piranha Plant (0x0860, 0x0140)
11: $70 - Pokey (0x0980, 0x0130)
12: $70 - Pokey (0x0A50, 0x0130)
13: $70 - Pokey (0x0AD0, 0x0120)
14: $99 - Volcano Lotus (0x0B20, 0x00E0)
15: $70 - Pokey (0x0B40, 0x0130)
16: $70 - Pokey (0x0BB0, 0x0120)
17: $70 - Pokey (0x0C20, 0x0130)
18: $99 - Volcano Lotus (0x0C40, 0x00E0)
19: $99 - Volcano Lotus (0x0C40, 0x0160)
20: $70 - Pokey (0x0CB0, 0x0130)
21: $70 - Pokey (0x0D20, 0x0120)
22: $50 - Jumping Piranha Plant that spits fireballs (0x0DC0, 0x0180)
23: $70 - Pokey (0x0F40, 0x00A0)
24: $70 - Pokey (0x0F40, 0x00D0)
25: $70 - Pokey (0x0F40, 0x0100)
26: $70 - Pokey (0x0F40, 0x0130)
27: $4F - Jumping Piranha Plant (0x0FC0, 0x0100)
28: $98 - Pitchin' Chuck (0x10D0, 0x0110)
29: $70 - Pokey (0x1170, 0x0130)
30: $99 - Volcano Lotus (0x11A0, 0x0170)
31: $70 - Pokey (0x11F0, 0x0130)
32: $98 - Pitchin' Chuck (0x1230, 0x0140)
33: $98 - Pitchin' Chuck (0x1270, 0x0120)
34: $7B - Goal tape (0x12E0, 0x0170)

### Level $129 ###

### Level $12A ###
00: $78 - 1-Up mushroom (0x0020, 0x0030)
01: $6C - Wall springboard (right wall) (0x0080, 0x0080)
02: $0A - Red Koopa Troopa flying vertically (0x0190, 0x00A0)
03: $0B - Red Koopa Troopa flying horizontally (0x00A0, 0x01E0)
04: $6C - Wall springboard (right wall) (0x00E0, 0x0230)
05: $6B - Wall springboard (left wall) (0x0070, 0x0230)
06: $6C - Wall springboard (right wall) (0x0120, 0x02F0)
07: $64 - Line-guided rope mechanism (0x00D0, 0x03D0)
08: $6B - Wall springboard (left wall) (0x0090, 0x0440)
09: $B9 - Info Box (0x00B0, 0x0480)
10: $6C - Wall springboard (right wall) (0x0060, 0x0480)
11: $06 - Blue Koopa Troopa (0x01B0, 0x04C0)

### Level $12B ###
00: $95 - Chargin' Chuck (0x0100, 0x0140)
01: $4F - Jumping Piranha Plant (0x0180, 0x0170)
02: $95 - Chargin' Chuck (0x0210, 0x0150)
03: $3E - P-switch (0x02E0, 0x0110)
04: $2F - Portable springboard (0x02E0, 0x0180)
05: $98 - Pitchin' Chuck (0x03F0, 0x0160)
06: $98 - Pitchin' Chuck (0x0450, 0x0130)
07: $0A - Red Koopa Troopa flying vertically (0x0540, 0x0180)
08: $0A - Red Koopa Troopa flying vertically (0x0540, 0x0130)
09: $0A - Red Koopa Troopa flying vertically (0x0540, 0x00E0)
10: $99 - Volcano Lotus (0x05C0, 0x0140)
11: $99 - Volcano Lotus (0x05C0, 0x00E0)
12: $0B - Red Koopa Troopa flying horizontally (0x0660, 0x0170)
13: $0B - Red Koopa Troopa flying horizontally (0x0680, 0x0150)
14: $4F - Jumping Piranha Plant (0x06C0, 0x0140)
15: $97 - Puntin' Chuck (0x0760, 0x0130)
16: $97 - Puntin' Chuck (0x07E0, 0x00D0)
17: $99 - Volcano Lotus (0x0850, 0x00F0)
18: $99 - Volcano Lotus (0x0920, 0x0130)
19: $7B - Goal tape (0x09E0, 0x0170)

### Level $12C ###
00: $63 - Brown/checkered line-guided platform (0x0120, 0x0160)
01: $68 - Fuzzy, line-guided (0x01D0, 0x0150)
02: $68 - Fuzzy, line-guided (0x0210, 0x00F0)
03: $68 - Fuzzy, line-guided (0x0230, 0x0070)
04: $68 - Fuzzy, line-guided (0x0270, 0x0100)
05: $65 - Chainsaw (line-guided) (0x02B0, 0x0190)
06: $68 - Fuzzy, line-guided (0x03B0, 0x00B0)
07: $68 - Fuzzy, line-guided (0x03B0, 0x0130)
08: $68 - Fuzzy, line-guided (0x03B0, 0x0100)
09: $68 - Fuzzy, line-guided (0x05F0, 0x00B0)
10: $68 - Fuzzy, line-guided (0x0610, 0x0150)
11: $68 - Fuzzy, line-guided (0x0610, 0x00E0)
12: $65 - Chainsaw (line-guided) (0x06F0, 0x0100)
13: $68 - Fuzzy, line-guided (0x0790, 0x00C0)
14: $68 - Fuzzy, line-guided (0x07B0, 0x0150)
15: $68 - Fuzzy, line-guided (0x07D0, 0x0140)
16: $68 - Fuzzy, line-guided (0x07F0, 0x00A0)
17: $C4 - Gray platform that falls (0x0A80, 0x0160)
18: $C4 - Gray platform that falls (0x0AC0, 0x0140)
19: $64 - Line-guided rope mechanism (0x0B80, 0x00F0)
20: $68 - Fuzzy, line-guided (0x0BB0, 0x0120)
21: $64 - Line-guided rope mechanism (0x0C00, 0x0110)
22: $68 - Fuzzy, line-guided (0x0C50, 0x0120)
23: $68 - Fuzzy, line-guided (0x0CB0, 0x0110)
24: $62 - Brown line-guided platform (0x0CD0, 0x0130)
25: $64 - Line-guided rope mechanism (0x0D00, 0x0110)
26: $68 - Fuzzy, line-guided (0x0D30, 0x0150)
27: $68 - Fuzzy, line-guided (0x0D70, 0x0120)
28: $68 - Fuzzy, line-guided (0x0DD0, 0x0150)
29: $68 - Fuzzy, line-guided (0x0E50, 0x0120)
30: $62 - Brown line-guided platform (0x0E70, 0x0130)
31: $68 - Fuzzy, line-guided (0x0F30, 0x0140)
32: $68 - Fuzzy, line-guided (0x0F50, 0x0150)
33: $64 - Line-guided rope mechanism (0x0F60, 0x00F0)
34: $68 - Fuzzy, line-guided (0x0FD0, 0x0120)
35: $68 - Fuzzy, line-guided (0x1030, 0x0110)
36: $68 - Fuzzy, line-guided (0x1070, 0x0140)
37: $68 - Fuzzy, line-guided (0x10B0, 0x0110)
38: $68 - Fuzzy, line-guided (0x1150, 0x0140)
39: $68 - Fuzzy, line-guided (0x1150, 0x0100)
40: $68 - Fuzzy, line-guided (0x11B0, 0x0110)
41: $68 - Fuzzy, line-guided (0x11F0, 0x0110)
42: $68 - Fuzzy, line-guided (0x1230, 0x0110)
43: $7B - Goal tape (0x12E0, 0x0170)

### Level $12D ###
00: $DD - Yellow Koopa shell (0x00D0, 0x0140)
01: $03 - Yellow Koopa Troopa without shell (0x00F0, 0x0140)
02: $59 - Turn block bridge, horizontal and vertical (0x0160, 0x0120)
03: $AB - Rex (0x0230, 0x0160)
04: $DB - Red Koopa shell (0x02C0, 0x0110)
05: $02 - Blue Koopa Troopa without shell (0x02D0, 0x0110)
06: $AB - Rex (0x0340, 0x0160)
07: $AB - Rex (0x0370, 0x0160)
08: $DC - Blue Koopa shell (0x03F0, 0x0110)
09: $02 - Blue Koopa Troopa without shell (0x0400, 0x0110)
10: $DD - Yellow Koopa shell (0x0510, 0x0110)
11: $03 - Yellow Koopa Troopa without shell (0x0520, 0x0110)
12: $AB - Rex (0x0590, 0x0150)
13: $DA - Green Koopa shell (0x0670, 0x0110)
14: $02 - Blue Koopa Troopa without shell (0x0680, 0x0110)
15: $3E - P-switch (0x06E0, 0x0150)
16: $15 - Cheep Cheep swimming horizontally (0x0740, 0x0180)
17: $DB - Red Koopa shell (0x07E0, 0x0100)
18: $02 - Blue Koopa Troopa without shell (0x07F0, 0x0100)
19: $AB - Rex (0x0820, 0x0120)
20: $AB - Rex (0x0840, 0x0130)
21: $AB - Rex (0x0860, 0x0140)
22: $DA - Green Koopa shell (0x08D0, 0x0140)
23: $02 - Blue Koopa Troopa without shell (0x08E0, 0x0140)
24: $0C - Yellow Koopa Troopa with wings (0x0920, 0x0140)
25: $09 - Green Koopa Troopa bouncing (0x0950, 0x0140)
26: $AB - Rex (0x09A0, 0x0140)
27: $AB - Rex (0x09C0, 0x0140)
28: $AB - Rex (0x09E0, 0x0140)
29: $DD - Yellow Koopa shell (0x0A40, 0x0150)
30: $02 - Blue Koopa Troopa without shell (0x0A50, 0x0150)
31: $D1 - Flying fish generator (0x0B80, 0x0000)
32: $75 - Flower (0x0B90, 0x0160)
33: $AB - Rex (0x0BC0, 0x0160)
34: $9F - Banzai Bill (0x0C50, 0x0110)
35: $AB - Rex (0x0CF0, 0x0160)
36: $9F - Banzai Bill (0x0E00, 0x0110)
37: $AB - Rex (0x0E80, 0x0160)
38: $9F - Banzai Bill (0x0F10, 0x0130)
39: $9F - Banzai Bill (0x1070, 0x0130)
40: $0A - Red Koopa Troopa flying vertically (0x10E0, 0x0170)
41: $D9 - Turn Off Generators (0x1140, 0x0000)
42: $7B - Goal tape (0x12E0, 0x0170)

### Level $12E ###

### Level $12F ###

### Level $130 ###
00: $76 - Star (0x0040, 0x00A0)
01: $2C - Yoshi egg (0x0090, 0x0170)
02: $C2 - Blurp (0x00F0, 0x0140)
03: $C2 - Blurp (0x0120, 0x0170)
04: $C2 - Blurp (0x0120, 0x0110)
05: $3D - Rip Van Fish (0x01A0, 0x0140)
06: $3D - Rip Van Fish (0x01A0, 0x0100)
07: $3D - Rip Van Fish (0x01F0, 0x0170)
08: $3D - Rip Van Fish (0x01F0, 0x0120)
09: $3D - Rip Van Fish (0x0250, 0x00E0)
10: $3D - Rip Van Fish (0x0250, 0x0130)
11: $C2 - Blurp (0x0310, 0x0140)
12: $C2 - Blurp (0x0330, 0x0160)
13: $C2 - Blurp (0x0330, 0x0120)
14: $C2 - Blurp (0x0350, 0x0100)
15: $C2 - Blurp (0x0350, 0x0180)
16: $C2 - Blurp (0x0390, 0x0150)
17: $C2 - Blurp (0x0390, 0x0130)
18: $3D - Rip Van Fish (0x04C0, 0x00D0)
19: $3D - Rip Van Fish (0x04C0, 0x0130)
20: $3D - Rip Van Fish (0x04E0, 0x00D0)
21: $3D - Rip Van Fish (0x04E0, 0x0130)
22: $3D - Rip Van Fish (0x0510, 0x0110)
23: $3D - Rip Van Fish (0x0510, 0x00F0)
24: $C2 - Blurp (0x0600, 0x0100)
25: $C2 - Blurp (0x0620, 0x0110)
26: $C2 - Blurp (0x0640, 0x0120)
27: $C2 - Blurp (0x0690, 0x0160)
28: $C2 - Blurp (0x06B0, 0x0140)
29: $C2 - Blurp (0x06D0, 0x0120)
30: $C2 - Blurp (0x07B0, 0x0170)
31: $C2 - Blurp (0x07B0, 0x0100)
32: $C2 - Blurp (0x07D0, 0x0120)
33: $C2 - Blurp (0x07D0, 0x0150)
34: $3D - Rip Van Fish (0x0830, 0x00F0)
35: $3D - Rip Van Fish (0x0850, 0x00D0)
36: $3D - Rip Van Fish (0x0870, 0x00F0)
37: $3D - Rip Van Fish (0x0890, 0x00D0)
38: $3D - Rip Van Fish (0x08B0, 0x00F0)
39: $0E - Keyhole (0x0B90, 0x0170)
40: $80 - Key (0x0BD0, 0x0170)

### Level $131 ###

### Level $132 ###
00: $2C - Yoshi egg (0x0060, 0x0170)
01: $3E - P-switch (0x0070, 0x0170)
02: $1E - Lakitu (0x00A0, 0x00E0)
03: $0E - Keyhole (0x0170, 0x0050)
04: $7B - Goal tape (0x01E0, 0x0170)

### Level $133 ###

### Level $134 ###
00: $74 - Mushroom (0x00D0, 0x0040)
01: $0E - Keyhole (0x01B0, 0x02D0)
02: $80 - Key (0x01D0, 0x02D0)
03: $77 - Feather (0x0030, 0x02F0)
04: $75 - Flower (0x0150, 0x0320)
05: $78 - 1-Up mushroom (0x0190, 0x04B0)
06: $76 - Star (0x0170, 0x0590)
07: $76 - Star (0x0060, 0x0590)
08: $04 - Green Koopa Troopa (0x0180, 0x05D0)
09: $05 - Red Koopa Troopa (0x0140, 0x05D0)
10: $05 - Red Koopa Troopa (0x0090, 0x05D0)
11: $07 - Yellow Koopa Troopa (0x0040, 0x05D0)
12: $06 - Blue Koopa Troopa (0x0190, 0x0610)
13: $06 - Blue Koopa Troopa (0x0110, 0x0610)
14: $06 - Blue Koopa Troopa (0x0060, 0x0610)
15: $0A - Red Koopa Troopa flying vertically (0x0130, 0x0700)
16: $0A - Red Koopa Troopa flying vertically (0x0130, 0x0710)
17: $0A - Red Koopa Troopa flying vertically (0x0130, 0x0720)
18: $0A - Red Koopa Troopa flying vertically (0x0130, 0x0730)
19: $0A - Red Koopa Troopa flying vertically (0x0130, 0x0740)
20: $09 - Green Koopa Troopa bouncing (0x0120, 0x0860)
21: $76 - Star (0x0050, 0x0860)
22: $09 - Green Koopa Troopa bouncing (0x01B0, 0x08C0)
23: $2C - Yoshi egg (0x00C0, 0x08C0)
24: $09 - Green Koopa Troopa bouncing (0x00A0, 0x08C0)
25: $09 - Green Koopa Troopa bouncing (0x0170, 0x0910)
26: $09 - Green Koopa Troopa bouncing (0x01B0, 0x0960)
27: $09 - Green Koopa Troopa bouncing (0x00A0, 0x0960)
28: $07 - Yellow Koopa Troopa (0x0140, 0x0990)
29: $07 - Yellow Koopa Troopa (0x01C0, 0x09C0)

### Level $135 ###
00: $2C - Yoshi egg (0x0100, 0x0130)
01: $E0 - 3 rotating gray platforms (0x0170, 0x00F0)
02: $05 - Red Koopa Troopa (0x0230, 0x00A0)
03: $05 - Red Koopa Troopa (0x0290, 0x00D0)
04: $E0 - 3 rotating gray platforms (0x0300, 0x00C0)
05: $06 - Blue Koopa Troopa (0x0390, 0x00B0)
06: $06 - Blue Koopa Troopa (0x03C0, 0x00B0)
07: $05 - Red Koopa Troopa (0x0490, 0x00A0)
08: $06 - Blue Koopa Troopa (0x0490, 0x0120)
09: $06 - Blue Koopa Troopa (0x0490, 0x00E0)
10: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x0040)
11: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x0060)
12: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x0080)
13: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x00A0)
14: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x00C0)
15: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x00E0)
16: $0A - Red Koopa Troopa flying vertically (0x04E0, 0x0100)
17: $05 - Red Koopa Troopa (0x0630, 0x00A0)
18: $0B - Red Koopa Troopa flying horizontally (0x0690, 0x00A0)
19: $E0 - 3 rotating gray platforms (0x06B0, 0x00B0)
20: $0A - Red Koopa Troopa flying vertically (0x06E0, 0x00B0)
21: $06 - Blue Koopa Troopa (0x07D0, 0x0110)
22: $E0 - 3 rotating gray platforms (0x0840, 0x0140)
23: $05 - Red Koopa Troopa (0x0990, 0x0140)
24: $0A - Red Koopa Troopa flying vertically (0x09D0, 0x00F0)
25: $0A - Red Koopa Troopa flying vertically (0x09D0, 0x0110)
26: $0A - Red Koopa Troopa flying vertically (0x09D0, 0x0130)
